intent,utterance
negative_feedback,i am sorry but i think it was not the correct command
negative_feedback,i am sorry but i think it was not the right response
negative_feedback,i am sorry but i think it's not correct response
negative_feedback,i am sorry but i think it's not the correct answer
negative_feedback,i am sorry but i think it's not the right answer
negative_feedback,i am sorry but i think it's not the right command
negative_feedback,i am sorry but i think that is not correct
negative_feedback,i am sorry but i think that is not the right answer
negative_feedback,i am sorry but i think that is not the right response
negative_feedback,i am sorry but i think that was not the right command
negative_feedback,i am sorry but i think that was not the right response
negative_feedback,i am sorry but i think that's not correct
negative_feedback,i am sorry but i think that's not correct command
negative_feedback,i am sorry but i think that's not the correct answer
negative_feedback,i am sorry but i think that's not the correct response
negative_feedback,i am sorry but i think this is not the correct response
negative_feedback,i am sorry but i think this was not the right command
negative_feedback,i am sorry but i think this was not the right response
negative_feedback,i am sorry but i think you are not correct
negative_feedback,i am sorry but i think you are not right
negative_feedback,i am sorry but i think you are wrong
negative_feedback,i am sorry but i think you did not get command right
negative_feedback,i am sorry but i think you did not interpret the command right
negative_feedback,i am sorry but i think you did not interpret the request correctly
negative_feedback,i am sorry but i think you did some mistakes
negative_feedback,i am sorry but i think you didn't get me
negative_feedback,i am sorry but i think you do not get me
negative_feedback,i am sorry but i think you don't get answer right
negative_feedback,i am sorry but i think you don't get the response right
negative_feedback,i am sorry but i think you had that incorrect
negative_feedback,i am sorry but i think you have gotten me wrongly
negative_feedback,i am sorry but i think you have messed up my command
negative_feedback,i am sorry but i think you have messed up with
negative_feedback,i am sorry but i think you have messed up with command
negative_feedback,i am sorry but i think you have messed up with my request
negative_feedback,i am sorry but i think you made mistakes
negative_feedback,i am sorry but i think you messed up
negative_feedback,i am sorry but i think you messed up with
negative_feedback,i am sorry but i think you're incorrect
negative_feedback,i am sorry but i think you've gottten it not right
negative_feedback,i am sorry but it is not right
negative_feedback,i am sorry but it is not the correct command
negative_feedback,i am sorry but it was not the right command
negative_feedback,i am sorry but it's not correct response
negative_feedback,i am sorry but it's not the correct answer
negative_feedback,i am sorry but it's not the right answer
negative_feedback,i am sorry but it's not the right command
negative_feedback,i am sorry but it's not the right response
negative_feedback,i am sorry but that is not the correct command
negative_feedback,i am sorry but that is not the right answer
negative_feedback,i am sorry but that was not right
negative_feedback,i am sorry but that's incorrect
negative_feedback,i am sorry but that's incorrect answer
negative_feedback,i am sorry but that's not the correct answer
negative_feedback,i am sorry but that's not the correct response
negative_feedback,i am sorry but that's not the right response
negative_feedback,i am sorry but this is incorrect
negative_feedback,i am sorry but this is not the correct command
negative_feedback,i am sorry but this was incorrect answer
negative_feedback,i am sorry but this was not the correct command
negative_feedback,i am sorry but this was not the right command
negative_feedback,i am sorry but you are incorrect
negative_feedback,i am sorry but you are not correct
negative_feedback,i am sorry but you did not get the response right
negative_feedback,i am sorry but you did not interpret command right
negative_feedback,i am sorry but you didn't understand me
negative_feedback,i am sorry but you do not get the command right
negative_feedback,i am sorry but you do not understand it correctly
negative_feedback,i am sorry but you don't get me
negative_feedback,i am sorry but you don't understand me
negative_feedback,i am sorry but you got that incorrectly
negative_feedback,i am sorry but you had it wrong
negative_feedback,i am sorry but you have got that not correct
negative_feedback,i am sorry but you have gotten me incorrectly
negative_feedback,i am sorry but you have gotten this incorrectly
negative_feedback,i am sorry but you have made a mistake
negative_feedback,i am sorry but you have messed up my command
negative_feedback,i am sorry but you have messed up with my request
negative_feedback,i am sorry but you have messed up with the command
negative_feedback,i am sorry but you have that not right
negative_feedback,i am sorry but you messed up
negative_feedback,i am sorry but you messed up with command
